id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime3059DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime6089DaysPastDueNotWorse,NumberOfDependents
22907,0,0.0,62,0,0.45990783399999996,4339.0,6,0,2,0,0.0
22908,0,0.043416603,51,0,0.178764247,5000.0,11,0,0,0,2.0
22909,0,0.530938124,30,0,0.606398172,3500.0,11,0,2,0,0.0
2291,0,0.017845625,54,0,0.511686144,2395.0,12,0,0,0,0.0
22910,0,0.00809919,88,0,2.0,9792.0,3,0,0,0,0.0
22911,0,0.9999998999999999,31,1,0.0,2000.0,4,0,0,0,0.0
22912,1,0.0,36,0,0.680863827,5000.0,9,0,4,0,1.0
22913,1,0.9920015999999999,45,0,0.280799765,3400.0,7,0,0,0,0.0
22914,0,0.049344255999999996,70,0,0.039467681,13149.0,5,0,0,0,0.0
22915,0,0.8819559020000001,73,0,0.440809444,2964.0,4,0,1,0,0.0
22916,0,0.9999998999999999,31,0,0.596961216,2500.0,5,0,2,0,3.0
22917,0,0.150130644,46,0,0.045488627999999996,4000.0,9,0,0,0,2.0
22918,0,0.08833128900000001,63,0,0.5579048529999999,4161.0,13,0,4,0,0.0
22919,0,0.385176677,58,0,0.514275051,5358.0,11,0,1,0,0.0
2292,0,0.013332445,93,0,0.00244798,2450.0,1,0,0,0,0.0
22920,0,0.006316849,55,0,0.078118025,11200.0,17,0,0,0,1.0
22921,0,0.021834507000000003,46,0,0.35429675899999996,6725.0,9,0,2,0,0.0
22922,0,0.0,64,0,0.0,4418.0,2,0,0,0,0.0
22923,0,0.45490901799999994,31,0,0.405322862,4583.0,5,0,2,0,0.0
22925,0,0.034215189,39,1,0.648188145,4166.0,10,0,1,0,1.0
22926,0,0.414930845,36,0,0.05036975,7166.0,6,0,0,2,1.0
22927,0,0.010122015,56,1,0.034907598,11200.0,6,0,0,0,2.0
22928,0,0.142048584,49,0,0.41370558399999996,4333.0,13,0,1,0,1.0
22929,0,0.024934099999999997,62,0,2696.0,3252.0,7,0,2,0,0.0
2293,0,0.41750201200000003,53,0,0.415656243,4700.0,9,0,2,1,1.0
22930,0,0.959685593,50,1,0.244180597,6400.0,8,0,0,0,1.0
22931,0,0.03569599,33,0,0.503498542,6859.0,13,0,2,0,2.0
22932,0,0.0,59,4,1935.0,7900.0,12,0,2,0,2.0
22933,0,0.7393574,51,0,1.373271889,1301.0,6,0,2,0,2.0
22934,0,0.037176945,55,1,0.19070474399999998,12500.0,9,0,1,0,0.0
22935,0,0.246042779,70,0,0.318729785,3400.0,7,0,0,0,0.0
22936,0,0.0,61,0,796.0,7050.0,7,0,1,0,0.0
22937,0,0.00048431699999999995,63,0,0.269331931,1900.0,11,0,1,0,0.0
22938,0,0.9999998999999999,54,1,0.145963509,4000.0,1,1,0,0,1.0
22939,0,0.0,29,0,0.26436781600000003,2000.0,7,0,0,0,0.0
2294,0,0.346073079,33,0,1.477128143,3300.0,10,0,3,0,0.0
22940,0,0.346513918,40,2,0.598824394,5443.0,6,0,1,0,2.0
22941,0,0.037554512000000005,55,0,0.15721069699999998,4000.0,6,0,0,0,1.0
22942,0,0.282206544,36,0,0.19853836800000002,7388.0,8,0,0,0,3.0
22943,0,0.019074057,39,0,0.351942663,2650.0,4,0,2,0,0.0
22944,0,0.136990867,74,0,61.0,5830.0,3,0,0,0,0.0
22946,0,0.036783087,41,0,0.589470177,3000.0,5,0,0,0,2.0
22947,0,0.045448864000000005,74,0,52.0,5000.0,7,0,0,0,0.0
22948,0,0.7485500970000001,58,0,1.74450803,5416.0,8,0,3,0,0.0
22949,0,0.25910917899999997,62,1,0.845055337,2800.0,6,0,1,0,0.0
2295,0,0.077461503,50,0,87.0,3600.0,4,0,0,0,0.0
22950,0,0.97349049,38,1,0.346055359,8200.0,6,0,1,0,0.0
22951,0,0.710415812,45,0,0.38009839700000003,6300.0,8,0,1,0,3.0
22952,0,0.320559964,36,0,0.650837291,4000.0,9,0,1,0,1.0
22953,0,0.060246988,69,0,1899.0,6500.0,10,0,2,0,2.0
22955,0,0.9999998999999999,52,0,1444.0,6000.0,4,0,1,0,4.0
22956,0,0.9999998999999999,71,0,704.0,7100.0,2,0,1,0,0.0
22957,0,0.08185684900000001,72,0,0.129838594,7000.0,3,0,1,0,0.0
22958,0,0.820060226,71,0,6133.0,3750.0,12,0,2,0,0.0
22959,0,0.047131337999999995,79,1,0.187524831,5033.0,14,0,1,0,1.0
2296,0,0.074767296,47,0,0.20913047,12178.0,16,0,1,0,3.0
22960,1,0.012143511999999999,69,0,3120.0,9000.0,10,0,1,0,0.0
22961,0,0.0,38,0,0.7056233059999999,2951.0,6,0,1,0,0.0
22962,0,0.029347472000000003,46,0,0.082073936,4300.0,6,0,0,0,0.0
22963,0,0.001691135,89,0,1554.0,7083.0,8,0,0,0,0.0
22964,0,0.00881727,43,0,0.546184739,5726.0,5,0,2,0,4.0
22965,0,0.590704648,59,0,165.0,8304.0,3,0,0,1,0.0
22966,0,0.070371851,48,1,0.381945436,7000.0,7,0,1,0,2.0
22967,0,0.075614165,82,0,0.13775258699999998,8115.0,11,0,1,0,0.0
22968,0,0.070296485,55,0,0.608187135,6497.0,6,0,1,0,0.0
22969,0,0.0,33,1,0.28067143899999997,4050.0,5,0,2,0,3.0
2297,0,0.217125715,60,0,3118.0,3000.0,8,0,2,0,0.0
22970,0,0.063484184,59,0,1304.0,12000.0,18,0,1,0,0.0
22971,0,0.250077463,53,0,0.650587659,4083.0,13,0,2,0,4.0
22972,0,0.650584687,61,1,0.453024294,8067.0,13,0,1,0,0.0
22973,1,1.096665418,36,3,146.0,5000.0,5,1,0,0,0.0
22974,0,1.082983403,36,1,0.45603138299999996,3058.0,7,0,1,0,1.0
22975,0,0.007810778000000001,75,0,0.169264069,2309.0,7,0,0,0,0.0
22976,0,0.412769285,29,0,2715.0,4765.0,6,0,1,0,1.0
22977,0,0.352459566,61,0,1458.0,11412.0,7,0,1,0,1.0
22978,0,0.08657661900000001,38,0,484.0,7035.0,9,0,0,0,2.0
22979,0,0.210971985,63,1,0.363965114,4700.0,12,0,3,0,0.0
2298,0,0.080634898,48,0,0.131345763,10833.0,5,0,2,0,4.0
22980,0,0.809960005,61,0,0.38137408899999997,7000.0,7,0,2,0,1.0
22981,0,0.365411007,73,0,0.435195601,8000.0,20,0,2,0,0.0
22982,0,0.38791045700000004,35,0,0.25657164,2700.0,3,0,1,0,1.0
22983,0,0.662118943,33,1,0.6549639620000001,4300.0,10,0,1,0,1.0
22984,0,0.0,72,0,1929.0,500.0,7,0,1,0,0.0
22985,0,0.8541458540000001,24,0,33.0,0.0,4,0,0,0,0.0
22986,0,0.043189369000000005,43,2,0.0,8833.0,4,0,0,0,0.0
22987,0,0.02375905,80,0,0.133839794,8950.0,4,0,1,0,0.0
22989,0,0.553616903,45,0,0.6460639220000001,8040.0,9,0,1,0,3.0
2299,0,0.025931605,68,0,1480.0,1200.0,3,1,1,0,0.0
22990,1,0.7918858390000001,71,2,0.69356301,5514.0,14,1,1,1,0.0
22991,0,0.040549583,71,1,0.057032513,11133.0,9,0,0,0,0.0
22992,0,0.037228707,44,0,0.061234690999999994,4000.0,8,0,0,0,0.0
22993,0,0.9999998999999999,79,0,0.136454582,2498.0,2,0,0,0,0.0
22994,0,0.093392956,54,0,1.883509834,1321.0,10,0,2,0,0.0
22995,0,0.16119838,69,0,0.062919463,4767.0,4,0,0,0,0.0
22997,0,0.03687552,56,0,4067.0,4690.0,5,0,1,0,0.0
22998,0,0.325175347,32,1,0.602216749,811.0,11,0,0,0,0.0
22999,0,0.029159417000000003,63,0,0.22136563899999998,13619.0,6,0,2,0,0.0
23,0,0.9999998999999999,39,0,0.241103559,2500.0,4,0,0,0,0.0
230,0,0.025601772000000002,63,1,0.262773723,10000.0,8,0,1,0,0.0
2300,0,0.9999998999999999,31,0,0.7258548290000001,3333.0,2,0,2,0,0.0
23000,0,0.420967579,68,0,0.13983217,12750.0,6,0,1,0,0.0
23001,0,0.031503089,46,0,0.30519616,9583.0,9,0,1,0,1.0
23002,0,0.9449195340000001,30,1,0.417895526,4000.0,10,0,0,0,2.0
23003,0,0.858283433,24,0,0.028639618,418.0,2,0,0,0,0.0
23004,0,0.210744087,54,0,1.294852574,2000.0,6,0,1,0,1.0
23005,0,0.055817897000000005,70,0,0.068707991,8033.0,10,0,0,0,0.0
23006,0,0.9999998999999999,23,0,0.32425068100000004,1100.0,3,0,0,0,0.0
23007,0,1.052631579,24,0,0.05994006,1000.0,2,0,0,0,0.0
23008,0,0.019547653999999998,38,0,0.419525583,5100.0,15,0,2,0,1.0
23009,0,0.590281944,37,0,1.343828086,2000.0,4,0,1,0,1.0
2301,0,0.004269932,73,0,10.0,6199.0,10,0,0,0,0.0
23011,0,0.011717153000000001,85,0,0.006903118000000001,4200.0,10,0,0,0,0.0
23013,0,0.606051463,64,2,2817.0,7667.0,16,0,1,0,0.0
23014,0,0.927507249,53,0,0.318934485,2777.0,4,0,0,0,1.0
23015,0,0.0027255020000000003,62,0,0.312421895,4000.0,10,0,1,0,0.0
23016,0,0.01459927,75,0,0.0035398229999999997,2259.0,3,0,0,0,0.0
23017,0,0.142515447,43,0,0.27847730600000004,3414.0,8,0,0,0,1.0
23018,0,0.18168532,63,0,0.347896816,4302.0,6,0,1,0,0.0
23019,0,0.0,59,0,0.078075151,11283.0,7,0,0,0,0.0
2302,0,0.225189112,46,0,0.406138107,11729.0,9,0,3,0,3.0
23020,1,0.380062305,52,1,0.379009164,6983.0,12,0,2,0,0.0
23021,0,0.665228253,70,0,0.664732749,8100.0,20,0,2,0,0.0
23022,0,3.3e-05,45,0,0.211489578,5900.0,6,0,1,1,3.0
23023,0,0.0,50,0,0.264536406,13362.0,8,0,2,0,1.0
23024,0,0.9999998999999999,42,1,116.0,4434.0,2,0,0,0,3.0
23025,0,0.511963078,53,1,0.354699505,9500.0,13,0,2,0,2.0
23026,0,0.0,67,0,0.0,3100.0,3,0,0,0,0.0
23027,0,0.027757779,47,0,713.0,7277.0,5,0,0,0,0.0
23028,0,0.038626081,80,0,0.015996001,4000.0,3,0,0,0,0.0
23029,0,0.100984821,45,0,0.586490495,7416.0,11,0,3,0,2.0
23030,0,0.0,46,0,0.225874482,13750.0,11,0,2,0,0.0
23031,0,0.089037626,64,0,1538.0,6920.0,8,0,1,0,0.0
23032,0,0.0077622659999999994,54,1,0.390391603,7430.0,15,0,3,0,0.0
23033,0,0.6281428689999999,55,1,1.092781444,5000.0,11,0,2,0,0.0
23034,0,0.9999998999999999,27,0,0.101323966,3700.0,4,0,0,0,0.0
23035,0,0.154917751,28,0,0.238704518,2500.0,5,0,0,0,2.0
23036,0,0.03967486,75,0,0.008995501999999999,2000.0,3,0,0,0,0.0
23037,0,0.775496335,64,0,671.0,2300.0,13,0,0,0,0.0
23038,1,0.0,37,2,598.0,1850.0,4,0,0,0,1.0
23039,0,0.899162968,35,1,0.238016659,12725.0,5,0,1,1,1.0
2304,0,0.000263155,59,0,0.23758568800000002,5980.0,11,0,2,0,1.0
23041,0,0.988011988,36,0,0.015157559,2506.0,2,0,0,1,1.0
23042,0,0.025955392999999997,72,0,0.0037436690000000002,4540.0,1,0,0,0,1.0
23043,0,0.019293739,62,0,0.165714286,5249.0,12,0,2,0,0.0
23046,0,0.10407057,45,0,0.35594191799999997,5233.0,10,0,1,0,2.0
23047,0,0.048664605,54,0,0.549017548,9516.0,15,0,3,0,0.0
23048,1,0.9400123690000001,56,2,0.239510975,3598.0,5,0,0,2,0.0
23049,0,0.950051468,36,1,0.5708237110000001,5195.0,9,0,2,0,0.0
2305,0,0.027906891,76,0,0.006427653,7000.0,4,0,0,0,0.0
23050,0,0.019184119,55,0,3092.0,12391.0,7,0,1,0,0.0
23051,1,0.756044356,45,3,0.894323456,2800.0,7,3,1,1,2.0
23052,0,0.0,37,0,2258.0,6046.0,8,0,2,0,0.0
23053,0,0.0,51,0,2483.0,4100.0,9,0,1,0,0.0
23054,0,0.0,82,0,7.0,4978.0,1,0,0,0,0.0
23055,0,0.001857054,31,0,0.000486618,2054.0,6,0,0,0,0.0
23056,0,0.9999998999999999,43,0,0.0035995890000000003,5833.0,0,0,0,0,0.0
23057,0,0.976804639,38,0,0.123243058,5833.0,3,0,0,0,0.0
23058,0,0.063991094,39,0,0.207583393,12500.0,10,0,2,0,1.0
23059,0,0.408718414,51,0,1.958733205,2083.0,13,0,3,0,1.0
2306,0,0.41522923899999997,55,1,0.236357659,3041.0,5,0,0,0,0.0
23061,0,0.555958818,50,0,0.41324150200000004,4500.0,10,0,2,0,1.0
23062,0,0.020628866000000003,74,0,16.0,7500.0,1,0,0,0,0.0
23063,0,0.06735730599999999,39,0,0.301266385,4500.0,3,0,1,0,0.0
23064,0,0.0,84,0,0.0,6700.0,3,0,0,0,0.0
23065,0,0.085997676,77,0,0.24844248600000002,6580.0,5,0,1,0,1.0
23066,0,0.372476566,34,1,1401.0,9100.0,7,0,1,0,0.0
23067,0,0.7921722240000001,46,0,0.582348971,5925.0,13,0,1,0,2.0
23068,0,0.062894979,74,0,0.527934008,8000.0,15,0,3,0,0.0
23069,0,0.044178199,61,0,0.37641523299999996,6800.0,7,0,2,0,0.0
2307,0,0.141228518,62,0,0.40633842700000006,5300.0,13,0,2,0,1.0
23070,0,0.084965469,33,0,0.01169883,10000.0,4,0,0,0,1.0
23071,0,0.037456089,69,0,1000.0,5000.0,15,0,1,0,0.0
23072,0,0.513142167,60,1,0.48360916600000003,6283.0,17,0,2,0,0.0
23073,0,0.071306766,79,0,629.0,4666.0,5,0,0,0,0.0
23074,0,0.0,68,0,2579.0,3252.0,13,0,1,0,0.0
23075,0,0.05653599,62,0,91.0,1558.0,4,0,0,0,0.0
23076,0,0.070344792,41,0,0.43916118,4100.0,13,0,1,0,1.0
23077,0,0.829475673,48,2,0.071899596,4700.0,10,1,0,0,0.0
23079,0,0.9999998999999999,37,0,0.084870029,4500.0,1,0,0,0,1.0
2308,0,0.190641248,26,0,42.0,3608.0,1,0,0,0,0.0
23080,0,0.40221708,44,0,0.75826277,3660.0,9,1,1,0,2.0
23081,0,0.279897762,29,0,0.38979063700000005,4250.0,10,0,1,0,1.0
23082,0,0.10928822,40,0,0.135470255,7580.0,8,0,0,0,0.0
23083,0,0.9999998999999999,27,0,0.0,6200.0,1,0,0,0,0.0
23084,0,0.0,47,0,4359.0,2440.0,11,0,4,0,0.0
23085,0,0.44973185600000004,32,0,0.610280619,7625.0,17,0,2,0,1.0
23086,0,0.030125352,65,0,0.210548763,7033.0,14,0,1,0,2.0
23087,0,0.063124821,93,0,6.0,13638.0,1,0,0,0,0.0
23088,0,0.11157084,63,0,0.41583819,5833.0,16,0,2,0,0.0
23089,0,0.145284003,54,0,0.35697785,7358.0,14,0,2,0,3.0
2309,0,0.09938657599999999,59,0,0.531929282,10350.0,5,0,1,0,1.0
23090,1,0.267710585,43,1,7357.0,898.0,7,0,1,0,0.0
23091,0,0.020064468999999998,32,0,1.5823768969999998,2700.0,12,0,3,0,0.0
23093,0,0.265532626,48,0,2263.0,7300.0,4,0,1,0,0.0
23094,0,0.095620806,65,0,0.11413628699999999,6500.0,6,0,1,0,0.0
23095,0,0.034848399,61,0,4459.0,7800.0,17,0,3,0,0.0
23097,0,0.0,23,0,0.105947026,2000.0,2,0,0,0,0.0
23098,0,0.277256573,58,0,0.464229115,8833.0,12,0,1,0,2.0
23099,0,0.005199653,55,0,0.007901668,6833.0,4,0,0,0,0.0
231,0,0.0,76,0,0.002465931,7704.0,3,0,0,0,0.0
2310,0,0.7595623159999999,54,0,0.479469885,8450.0,7,0,2,0,2.0
23100,0,0.004616923,85,0,0.000539898,9260.0,4,0,0,0,0.0
23101,0,0.011996571999999999,34,0,0.198316675,1900.0,4,0,0,0,2.0
23102,0,0.072309964,93,0,0.34255248299999996,3000.0,8,0,2,0,0.0
23103,0,0.81012525,26,1,2.65773447,820.0,8,0,1,0,0.0
23104,0,0.336950418,66,0,0.643271346,5000.0,11,0,2,0,0.0
23105,1,0.519886981,42,0,0.40063974399999996,2500.0,8,0,1,0,0.0
23106,0,0.170313187,30,0,2723.0,10000.0,7,0,2,0,0.0
23107,0,0.193383022,36,0,0.075757576,5015.0,8,0,0,0,3.0
23108,0,0.023198452999999997,63,0,0.004997501,2000.0,1,0,0,0,0.0
23109,0,0.09468044199999999,66,0,0.18980992600000002,7575.0,15,0,1,0,0.0
2311,0,0.006046879000000001,60,0,0.008248969,5333.0,5,0,0,0,1.0
23110,0,1.010303791,49,0,0.756635643,2900.0,14,0,1,0,0.0
23111,0,0.21144493399999997,57,0,0.548258138,1750.0,13,0,0,0,0.0
23112,0,0.076695292,72,0,0.311617312,4389.0,3,0,1,0,0.0
23114,0,0.505274847,72,0,0.128435782,2000.0,5,0,0,0,0.0
23115,0,0.08421633099999999,61,0,0.23147716699999998,8583.0,6,0,1,0,2.0
23116,1,0.8323353290000001,35,1,684.0,2400.0,3,0,0,1,0.0
23117,0,0.9999998999999999,37,0,0.0,2000.0,2,0,0,0,0.0
23118,0,0.050773933,56,0,0.26544897,15000.0,9,0,3,0,2.0
23119,0,0.30790930699999997,71,0,0.607252366,7500.0,10,0,3,0,0.0
2312,0,0.07224768200000001,58,0,0.361514127,9166.0,9,0,1,0,0.0
23121,1,0.91160442,59,3,0.775678338,11166.0,7,5,1,2,0.0
23122,0,0.82852292,33,0,0.779911965,2498.0,7,1,1,0,0.0
23123,0,0.39219885,54,2,0.713390676,9416.0,11,0,3,0,0.0
23124,0,0.8390777559999999,29,0,0.163916863,4666.0,10,0,0,0,0.0
23125,0,0.271110082,61,0,0.675147143,5266.0,9,0,1,0,1.0
23126,0,0.06434394,67,0,0.368352413,6900.0,8,0,1,0,0.0
23127,1,0.9999998999999999,29,0,0.746198217,1906.0,6,0,1,0,1.0
23128,0,0.0,69,0,0.090909091,2870.0,5,0,0,0,1.0
23129,0,0.250374963,66,0,2753.0,4425.0,3,0,1,0,0.0
23130,0,0.327010984,56,0,0.249968986,8060.0,18,0,2,1,0.0
23131,0,0.659136907,45,0,0.334610898,6000.0,10,0,1,0,3.0
23132,0,0.486317741,45,0,0.39459658200000003,5440.0,4,0,1,0,3.0
23133,0,0.217281718,38,0,0.116202587,4560.0,6,0,0,0,2.0
23135,0,0.10105440199999999,46,0,0.320375472,9800.0,14,0,1,0,0.0
23136,0,0.00090474,64,1,598.0,2989.0,8,0,3,0,0.0
23137,0,0.25072792,43,0,0.666223404,10527.0,6,0,2,0,2.0
23138,0,0.216271744,66,0,0.19971091300000002,4150.0,2,1,0,1,0.0
23139,0,0.20164939,59,0,0.469921105,4055.0,6,0,1,0,0.0
2314,1,0.49552016200000004,55,1,0.7013770990000001,5300.0,12,0,1,1,2.0
23140,0,0.203980573,36,0,0.17218008699999998,6196.0,9,0,0,0,3.0
23141,0,0.044469542,62,1,0.42311248100000004,6489.0,13,0,2,0,1.0
23142,0,0.19642342100000001,47,1,0.40141155700000003,6800.0,9,0,1,0,0.0
23144,0,0.512414904,26,0,0.17383731100000002,5740.0,13,0,0,0,0.0
23146,0,0.089408258,56,0,0.244935543,3800.0,8,0,1,0,3.0
23147,0,0.130828972,60,0,0.080278813,8320.0,6,0,1,0,1.0
23148,0,0.019905106000000002,59,0,0.34490419299999997,3600.0,8,0,1,0,0.0
23149,0,0.09834004699999999,40,0,0.305757289,9500.0,4,0,1,0,3.0
2315,1,0.0,26,0,0.219129193,1400.0,4,0,0,0,1.0
23150,0,0.5423505,54,0,865.0,7000.0,5,0,1,0,1.0
23151,0,0.007416125,84,0,0.006819591,4838.0,14,0,0,0,1.0
23152,0,0.11439428,54,0,69.0,8125.0,1,0,0,0,0.0
23153,0,0.7831184059999999,69,1,0.48764074,7726.0,11,4,2,0,1.0
23154,0,0.029352596,82,0,0.494156928,1197.0,7,0,1,0,0.0
23155,0,0.9999998999999999,42,0,0.487872488,2885.0,4,0,1,0,0.0
23156,0,0.9999998999999999,40,0,0.0,5000.0,1,0,0,0,1.0
23157,0,0.8338711879999999,51,0,5336.0,5750.0,7,0,2,0,0.0
23158,1,0.9999998999999999,31,1,478.0,1974.0,4,1,0,0,0.0
23159,0,0.002819496,63,0,0.39204951200000004,4200.0,5,0,1,0,0.0
2316,0,0.0,47,0,0.263133605,13000.0,8,0,1,0,0.0
23160,0,0.513548645,50,0,154.0,7666.0,3,0,0,0,0.0
23161,0,0.010461136,57,0,7.0,6667.0,5,0,0,0,0.0
23162,1,1.064733817,47,0,1.553633218,2600.0,9,0,3,0,2.0
23163,0,0.224467595,47,0,0.378513499,9000.0,9,0,3,0,1.0
23164,0,0.14805598,31,0,0.404932511,6000.0,10,0,1,0,0.0
23165,0,0.834853924,36,0,1.128122245,3402.0,6,0,2,0,0.0
23166,0,0.016715277,84,0,0.11992731699999999,1650.0,6,0,0,0,0.0
23167,0,0.011554700000000001,29,0,0.08972756800000001,4000.0,9,0,0,0,0.0
23168,0,0.0,46,0,0.245180254,11566.0,7,0,1,0,2.0
23169,1,0.645534179,67,1,0.371314343,2000.0,10,0,0,0,0.0
2317,0,0.7201901340000001,37,0,0.73364486,5563.0,6,0,1,0,2.0
23170,0,0.657433429,54,0,0.871610271,4166.0,16,0,2,0,1.0
23171,0,0.976723366,50,0,0.24654190399999998,3686.0,4,3,0,0,1.0
23172,0,0.843462933,53,0,0.421236741,8861.0,17,0,2,0,0.0
23174,0,0.002412346,65,0,1391.0,2298.0,8,0,2,0,0.0
23175,0,0.064182641,34,0,0.475619096,3916.0,5,0,1,0,0.0
23176,0,0.448227589,61,0,0.334722057,8400.0,6,0,1,0,2.0
23177,0,0.0,66,0,1297.0,7016.0,6,0,1,0,0.0
23178,0,0.21410586899999998,62,0,5404.0,4000.0,14,0,2,0,0.0
23179,0,0.7014769240000001,59,0,0.518518519,9368.0,13,0,1,0,1.0
2318,1,0.016814976000000002,43,1,0.029509816,8098.0,6,0,0,1,0.0
23180,0,0.308273461,46,0,2849.0,5416.0,4,0,2,0,3.0
23182,0,0.879916818,73,0,4441.0,6690.0,5,0,2,0,0.0
23183,0,0.0,51,0,0.08354843099999999,7360.0,3,0,0,0,2.0
23184,0,0.547727193,56,1,0.19520120000000002,4000.0,5,0,0,0,1.0
23185,0,0.0027137840000000003,87,0,0.086652225,6000.0,11,0,1,0,0.0
23186,0,0.053929738,39,0,829.5,1.0,7,0,2,0,2.0
23187,0,0.13420411699999998,55,0,0.308506309,4913.0,15,0,0,0,0.0
23188,0,0.0,31,0,0.13293353300000002,6002.0,6,0,0,0,0.0
23189,0,0.9999998999999999,27,0,0.0,6749.0,2,0,0,0,2.0
2319,0,0.071398215,31,0,1663.0,6380.0,9,0,2,0,2.0
23190,0,0.7846996270000001,40,1,0.10598675199999999,8000.0,5,0,0,0,0.0
23191,0,0.112515875,49,0,0.368603643,6917.0,10,0,2,0,0.0
23193,0,0.0,72,0,0.283648658,13900.0,10,0,2,0,0.0
23194,0,0.189216885,51,0,0.250640231,12104.0,7,0,1,0,0.0
23195,0,0.005049748,39,0,0.40493338100000004,5553.0,3,0,1,0,0.0
23196,0,0.016416563999999998,88,0,0.008442568000000001,4500.0,12,0,0,0,0.0
23197,0,0.167258526,39,0,0.6228482,5750.0,13,0,1,0,1.0
23198,0,0.43134242899999997,41,0,3407.0,11666.0,12,0,1,0,0.0
23199,0,0.940662728,42,0,0.154713643,13566.0,7,0,0,0,2.0
232,0,0.196372799,43,0,0.5374855820000001,2600.0,10,0,1,0,0.0
2320,0,0.9384602879999999,35,0,0.344655345,1000.0,3,0,0,0,0.0
23200,0,0.024647941,72,0,1334.0,3806.0,10,0,1,0,0.0
23201,0,0.277848143,38,0,0.428793601,4500.0,4,0,1,0,1.0
23202,0,0.507366415,53,0,0.505988959,9600.0,14,0,2,0,0.0
23203,0,0.014777367,51,0,0.005988024000000001,2504.0,7,0,0,0,0.0
23205,0,0.06059798,66,0,0.016564416999999998,3259.0,2,0,0,0,1.0
23206,0,0.9999998999999999,32,0,0.411398246,4333.0,3,0,1,0,3.0
23207,0,0.082050997,72,0,0.010473696999999999,4200.0,4,0,0,0,0.0
23208,0,0.313438341,64,0,0.279008439,7583.0,8,0,1,0,1.0
23209,0,0.135045802,70,0,1.4256285969999998,3300.0,11,0,1,0,0.0
2321,0,0.8292682929999999,28,0,0.186750428,1750.0,3,0,0,0,0.0
23210,1,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0
23213,0,0.266629777,58,0,0.14094718,10620.0,6,0,1,0,1.0
23214,1,0.8285248690000001,40,0,0.12368763099999999,10000.0,5,0,0,0,0.0
23215,0,0.991052722,39,0,0.202814868,11083.0,7,0,0,0,0.0
23216,0,0.034792546,74,0,0.03074558,1300.0,11,0,0,0,0.0
23217,1,0.9999998999999999,34,1,0.59141143,3166.0,4,1,1,1,2.0
23218,0,0.033098208999999996,53,0,0.209516194,2500.0,5,0,1,0,1.0
23219,0,0.007192155,69,0,0.00224541,7570.0,4,0,0,0,0.0
2322,0,0.094884325,68,0,0.644670051,2166.0,13,0,2,0,0.0
23220,0,0.211286898,39,0,0.636825104,6500.0,9,0,2,0,3.0
23221,0,0.153955906,48,1,0.427940974,7250.0,9,0,2,0,2.0
23222,0,0.9999998999999999,27,0,0.0,1733.0,0,0,0,0,0.0
23223,0,0.9999998999999999,46,0,0.0,13333.0,0,4,0,0,0.0
23224,0,0.008473238000000001,63,0,0.254913076,5291.0,9,0,1,0,0.0
23225,0,0.027736969,91,0,0.009688581,4334.0,8,0,0,0,0.0
23226,0,0.018690995,49,0,1848.0,2576.0,14,0,1,0,0.0
23227,0,0.9999998999999999,31,0,0.550689862,5000.0,5,0,2,0,2.0
23228,0,0.034736165,53,0,0.009571139000000001,5432.0,8,0,0,0,0.0
23229,0,0.0,63,0,0.001305341,9192.0,4,0,0,0,0.0
2323,0,0.014566523999999999,61,0,1475.0,3000.0,11,0,1,0,2.0
23230,0,0.058979672999999996,44,0,0.211964774,9878.0,7,0,2,0,2.0
23232,0,0.0,57,0,1613.0,13050.0,10,0,1,0,0.0
23233,0,0.0,60,0,0.0,3788.0,1,0,0,0,1.0
23234,0,0.0009898889999999999,57,0,652.0,5166.0,8,0,1,0,0.0
23235,0,0.0,81,0,0.0,4400.0,3,0,0,0,0.0
23236,0,0.001333306,92,0,0.000285633,3500.0,5,0,0,0,0.0
23237,0,0.9999998999999999,33,1,0.184670925,3600.0,3,1,0,1,0.0
23238,1,0.034633215,52,1,0.001389415,7916.0,6,0,0,1,0.0
23239,0,0.067678195,66,0,0.029548988999999998,2571.0,2,0,0,0,0.0
2324,1,0.098532359,46,0,0.091918883,9812.0,6,0,0,0,0.0
23240,0,0.955441302,69,0,0.39086971,3000.0,8,0,0,0,0.0
23241,0,0.982458145,46,0,0.19823276399999998,8600.0,5,0,0,0,0.0
23242,0,0.077418377,74,0,0.008746356,3429.0,2,0,0,0,0.0
23243,0,0.02093215,86,1,1025.0,7381.0,12,0,1,0,0.0
23244,0,0.009499703,77,0,0.164652162,7445.0,6,0,1,0,0.0
23245,0,0.034737362,59,0,0.198872932,5500.0,11,0,1,0,1.0
23246,0,0.308676171,69,0,0.100719424,8200.0,7,0,0,0,2.0
23247,0,0.303599873,38,0,0.474848307,5108.0,7,0,2,0,1.0
23248,0,0.9999998999999999,40,0,0.020522597,8916.0,2,0,0,0,1.0
23249,0,1.022795441,39,5,1123.0,3400.0,5,1,0,1,2.0
2325,0,0.148269541,65,0,869.0,10300.0,3,0,0,0,0.0
23250,1,0.936288089,34,3,1.099345628,1680.0,9,0,1,0,4.0
